id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active,discount_rate
12.0,Columbia Profesyonel Koşu X,Columbia,Koşu Ayakkabısı,"Columbia Profesyonel Koşu X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2670.0,2670.0,15,kadın,yazlık,Turuncu,"['39', '40', '41', '42', '43', '44', '45']","['yastıklı taban', 'karbon plaka']",3,1.0,True,0.0
13.0,New Balance Pro Spor V2,New Balance,Spor Tişört,"New Balance Pro Spor V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",200.0,200.0,128,unisex,yazlık,Mavi,"['L', 'XL', 'XS', 'XXL']","['reflektif bant', 'antimikrobiyal']",4,271.0,True,0.0
14.0,Salomon Profesyonel Spor Lite,Salomon,Spor Ayakkabı,"Salomon Profesyonel Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, terletmeyen, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",430.0,590.0,144,unisex,yazlık,Sarı,"['37', '38', '39', '41', '43', '45']","['nefes alan', 'terletmeyen', 'ortopedik']",4,478.0,True,27.12
15.0,Skechers Pro Spor Boost,Skechers,Spor Şort,"Skechers Pro Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",10.0,370.0,17,erkek,yazlık,Mor,"['L', 'M', 'S', 'XL', 'XS']","['esnek bel', 'hafif']",4,189.0,True,97.3
16.0,Adidas Ultra Spor 3.0,Adidas,Spor Şort,"Adidas Ultra Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,52,kadın,yazlık,Gri,"['L', 'M', 'XL', 'XS', 'XXL']","['esnek bel', 'geniş kesim']",4,436.0,True,0.0
17.0,Asics Profesyonel Koşu X,Asics,Koşu Ayakkabısı,"Asics Profesyonel Koşu X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3020.0,4460.0,176,unisex,4 mevsim,Yeşil,"['38', '39', '41', '44']","['yüksek koşu verimi', 'karbon plaka', 'hafif', 'geniş burun']",4,279.0,True,32.29
18.0,Nike Pro Spor 3.0,Nike,Spor Tişört,"Nike Pro Spor 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",450.0,450.0,104,unisex,yazlık,Beyaz,"['L', 'S', 'XL', 'XXL']","['UV korumalı', 'hızlı kuruyan']",4,383.0,True,0.0
19.0,Puma Comfort Spor 3.0,Puma,Spor Ayakkabı,"Puma Comfort Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, su geçirmez, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",940.0,940.0,89,kadın,yazlık,Kırmızı,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['yüksek taban', 'su geçirmez', 'hafif', 'terletmeyen', 'amortisörlü']",3,407.0,True,0.0
20.0,Columbia Elite Spor Lite,Columbia,Spor Şort,"Columbia Elite Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,80,erkek,yazlık,Beyaz,"['L', 'S', 'XL', 'XXL']","['esnek bel', 'dar kesim', 'hızlı kuruyan', 'geniş kesim']",3,261.0,True,0.0
21.0,Reebok Profesyonel Spor Max,Reebok,Spor Ayakkabı,"Reebok Profesyonel Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1300.0,1300.0,184,kadın,4 mevsim,Sarı,"['38', '40', '41', '42', '44', '45']","['kaymaz taban', 'yüksek taban', 'terletmeyen']",4,259.0,True,0.0
22.0,New Balance Elite Spor Lite,New Balance,Spor Tişört,"New Balance Elite Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",330.0,330.0,155,kadın,yazlık,Gri,"['L', 'M', 'S', 'XS', 'XXL']","['antimikrobiyal', 'hafif', 'hızlı kuruyan', 'UV korumalı', 'reflektif bant']",4,238.0,True,0.0
23.0,Asics Speed Spor Lite,Asics,Spor Ayakkabı,"Asics Speed Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",380.0,490.0,196,erkek,yazlık,Lacivert,"['36', '37', '38', '39', '40', '42', '43', '44', '45']","['hafif', 'nefes alan', 'amortisörlü', 'su geçirmez']",3,212.0,True,22.45
24.0,Reebok Ultra Spor V2,Reebok,Spor Ayakkabı,"Reebok Ultra Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, ortopedik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3460.0,3460.0,193,kadın,yazlık,Mor,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['terletmeyen', 'ortopedik', 'hafif', 'amortisörlü', 'yüksek taban']",4,313.0,True,0.0
25.0,New Balance Pro Koşu Plus,New Balance,Koşu Ayakkabısı,"New Balance Pro Koşu Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1940.0,1940.0,35,kadın,yazlık,Mavi,"['36', '37', '38', '39', '41', '42', '43', '44', '45']","['geniş burun', 'hafif']",3,196.0,True,0.0
26.0,Reebok Elite Spor Boost,Reebok,Spor Tişört,"Reebok Elite Spor Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",950.0,1190.0,107,kadın,4 mevsim,Siyah,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hafif', 'reflektif bant']",4,376.0,True,20.17
27.0,Nike Elite Koşu 3.0,Nike,Koşu Ayakkabısı,"Nike Elite Koşu 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, karbon plaka, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3040.0,4130.0,34,kadın,yazlık,Sarı,"['37', '40', '41', '42']","['geniş burun', 'karbon plaka', 'nefes alan', 'yüksek koşu verimi', 'hafif']",4,93.0,True,26.39
28.0,Under Armour Pro Koşu Boost,Under Armour,Koşu Ayakkabısı,"Under Armour Pro Koşu Boost, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",730.0,730.0,57,unisex,yazlık,Mor,"['36', '37', '38', '39', '40', '41', '42', '44', '45']","['hafif', 'nefes alan', 'yüksek koşu verimi', 'yastıklı taban', 'karbon plaka']",4,399.0,True,0.0
29.0,Adidas Speed Koşu V2,Adidas,Koşu Ayakkabısı,"Adidas Speed Koşu V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, hafif, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",990.0,1210.0,173,erkek,yazlık,Gri,"['36', '37', '38', '39', '41', '42', '45']","['geniş burun', 'hafif', 'yüksek koşu verimi', 'karbon plaka', 'amortisörlü']",4,192.0,True,18.18
30.0,Under Armour Speed Spor Plus,Under Armour,Spor Ayakkabı,"Under Armour Speed Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, ortopedik, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",640.0,640.0,162,kadın,yazlık,Turuncu,"['37', '38', '39', '40', '41', '42', '43', '44', '45']","['hafif', 'ortopedik', 'kaymaz taban', 'su geçirmez']",4,235.0,True,0.0
31.0,Under Armour Air Spor V2,Under Armour,Spor Şort,"Under Armour Air Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",530.0,530.0,7,kadın,yazlık,Sarı,"['L', 'M', 'S', 'XL']","['hızlı kuruyan', 'hafif']",4,166.0,True,0.0
33.0,New Balance Pro Koşu Lite,New Balance,Koşu Ayakkabısı,"New Balance Pro Koşu Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, amortisörlü, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1990.0,1990.0,69,unisex,4 mevsim,Mor,"['37', '39', '41', '44']","['nefes alan', 'amortisörlü', 'geniş burun', 'hafif']",3,118.0,True,0.0
34.0,New Balance Ultra Spor Lite,New Balance,Spor Tişört,"New Balance Ultra Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",460.0,460.0,181,kadın,yazlık,Kırmızı,"['L', 'M', 'XL', 'XS']","['UV korumalı', 'antimikrobiyal', 'reflektif bant', 'hafif', 'nem emici']",4,140.0,True,0.0
35.0,Skechers Profesyonel Spor Boost,Skechers,Spor Tişört,"Skechers Profesyonel Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",440.0,440.0,64,kadın,4 mevsim,Turuncu,"['L', 'XL', 'XS', 'XXL']","['reflektif bant', 'UV korumalı']",4,244.0,True,0.0
36.0,Puma Ultra Spor Boost,Puma,Spor Ayakkabı,"Puma Ultra Spor Boost, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2830.0,3700.0,115,unisex,kışlık,Sarı,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['hafif', 'amortisörlü', 'terletmeyen', 'ortopedik']",4,152.0,True,23.51
37.0,Puma Ultra Spor V2,Puma,Spor Ayakkabı,"Puma Ultra Spor V2, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1800.0,2190.0,72,kadın,kışlık,Sarı,"['39', '40', '43', '45']","['su geçirmez', 'terletmeyen']",4,232.0,True,17.81
38.0,Columbia Ultra Spor Lite,Columbia,Spor Ayakkabı,"Columbia Ultra Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2840.0,2840.0,145,erkek,yazlık,Lacivert,"['38', '40', '42', '43']","['ortopedik', 'nefes alan', 'hafif']",4,224.0,True,0.0
39.0,Skechers Profesyonel Koşu Max,Skechers,Koşu Ayakkabısı,"Skechers Profesyonel Koşu Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",620.0,850.0,147,unisex,4 mevsim,Gri,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['nefes alan', 'geniş burun']",4,10.0,True,27.06
40.0,Skechers Pro Spor Plus,Skechers,Spor Ayakkabı,"Skechers Pro Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1220.0,1220.0,194,kadın,kışlık,Turuncu,"['36', '40', '41', '45']","['kaymaz taban', 'amortisörlü', 'terletmeyen', 'hafif']",4,232.0,True,0.0
41.0,Columbia Air Koşu X,Columbia,Koşu Ayakkabısı,"Columbia Air Koşu X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3920.0,5170.0,73,unisex,4 mevsim,Turuncu,"['36', '37', '38', '39', '41', '44', '45']","['nefes alan', 'yastıklı taban', 'karbon plaka', 'hafif', 'yüksek koşu verimi']",3,357.0,True,24.18
42.0,Adidas Ultra Koşu Boost,Adidas,Koşu Ayakkabısı,"Adidas Ultra Koşu Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2790.0,4000.0,120,kadın,yazlık,Gri,"['36', '38', '39', '42', '45']","['nefes alan', 'yastıklı taban']",3,282.0,True,30.25
43.0,Reebok Pro Spor Boost,Reebok,Spor Şort,"Reebok Pro Spor Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hızlı kuruyan, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",480.0,480.0,141,erkek,yazlık,Turuncu,"['L', 'M', 'S', 'XL', 'XXL']","['esnek bel', 'hızlı kuruyan', 'geniş kesim', 'hafif']",4,193.0,True,0.0
44.0,Reebok Profesyonel Spor 3.0,Reebok,Spor Tişört,"Reebok Profesyonel Spor 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, elastik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",970.0,970.0,25,erkek,yazlık,Mor,"['L', 'M', 'XL', 'XS']","['antimikrobiyal', 'elastik', 'hafif', 'hızlı kuruyan', 'reflektif bant']",4,225.0,True,0.0
45.0,Reebok Air Spor Lite,Reebok,Spor Tişört,"Reebok Air Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, elastik, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",700.0,700.0,172,unisex,4 mevsim,Yeşil,"['L', 'M', 'XL', 'XS', 'XXL']","['nem emici', 'elastik', 'UV korumalı']",4,194.0,True,0.0
46.0,Asics Ultra Spor Lite,Asics,Spor Tişört,"Asics Ultra Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,740.0,11,kadın,yazlık,Lacivert,"['L', 'M', 'XL', 'XS', 'XXL']","['elastik', 'nem emici']",3,28.0,True,0.0
47.0,Salomon Comfort Koşu Boost,Salomon,Koşu Ayakkabısı,"Salomon Comfort Koşu Boost, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, yüksek koşu verimi, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2740.0,2740.0,59,unisex,4 mevsim,Kırmızı,"['36', '37', '38', '40', '41', '43', '45']","['karbon plaka', 'yüksek koşu verimi', 'yastıklı taban']",3,130.0,True,0.0
48.0,Skechers Pro Spor Max,Skechers,Spor Ayakkabı,"Skechers Pro Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3030.0,3800.0,91,erkek,kışlık,Yeşil,"['36', '40', '42', '43', '44', '45']","['nefes alan', 'kaymaz taban', 'su geçirmez', 'yüksek taban']",4,358.0,True,20.26
49.0,Asics Air Koşu Boost,Asics,Koşu Ayakkabısı,"Asics Air Koşu Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, hafif, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3550.0,3550.0,168,unisex,yazlık,Gri,"['36', '37', '38', '39', '40', '41', '42', '43', '44']","['amortisörlü', 'hafif', 'karbon plaka']",4,70.0,True,0.0
50.0,Asics Pro Spor Lite,Asics,Spor Ayakkabı,"Asics Pro Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, hafif, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2960.0,4230.0,123,unisex,4 mevsim,Gri,"['36', '37', '38', '39', '40', '41', '43', '44', '45']","['su geçirmez', 'hafif', 'nefes alan', 'ortopedik', 'amortisörlü']",4,151.0,True,30.02
52.0,Reebok Profesyonel Spor V2,Reebok,Spor Şort,"Reebok Profesyonel Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",260.0,260.0,99,erkek,yazlık,Beyaz,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['esnek bel', 'hızlı kuruyan']",3,343.0,True,0.0
53.0,Skechers Speed Spor Plus,Skechers,Spor Ayakkabı,"Skechers Speed Spor Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3040.0,4180.0,139,kadın,kışlık,Kırmızı,"['36', '37', '39', '40', '42', '45']","['terletmeyen', 'kaymaz taban', 'su geçirmez', 'hafif']",4,330.0,True,27.27
54.0,New Balance Comfort Spor Lite,New Balance,Spor Ayakkabı,"New Balance Comfort Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2820.0,4040.0,141,erkek,kışlık,Lacivert,"['36', '37', '38', '39', '40', '41', '42', '43', '44', '45']","['terletmeyen', 'nefes alan']",3,110.0,True,30.2
55.0,Adidas Comfort Spor Boost,Adidas,Spor Tişört,"Adidas Comfort Spor Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",420.0,470.0,189,erkek,4 mevsim,Sarı,"['L', 'M', 'S', 'XL', 'XS', 'XXL']","['hızlı kuruyan', 'nem emici']",3,58.0,True,10.64
57.0,Reebok Speed Spor Max,Reebok,Spor Şort,"Reebok Speed Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, geniş kesim, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",600.0,770.0,58,unisex,yazlık,Mor,"['L', 'M', 'S', 'XS', 'XXL']","['hafif', 'geniş kesim', 'dar kesim', 'esnek bel']",3,423.0,True,22.08
58.0,Asics Pro Spor V2,Asics,Spor Şort,"Asics Pro Spor V2, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,150,unisex,yazlık,Mavi,"['L', 'M', 'S', 'XS', 'XXL']","['esnek bel', 'dar kesim', 'geniş kesim', 'hafif', 'fermuarlı cep']",4,287.0,True,0.0
59.0,Asics Speed Spor 3.0,Asics,Spor Ayakkabı,"Asics Speed Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, ortopedik, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1020.0,1470.0,94,unisex,yazlık,Turuncu,"['36', '38', '39', '40', '41', '42', '43', '45']","['hafif', 'ortopedik', 'nefes alan', 'amortisörlü']",3,142.0,True,30.61
